 ,Full Name,Gender,Date of Birth,RPP,ERPP,Parliament Name,D I P S,E O P T,Political Party Name
829,Dudley. Ms. Cheryllyn,F,08.09.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ACDP
830,Booi. Mr. Mnyamezeli Shadrack,M,15.10.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
831,Gumede. Mr. Donald Mlindwa,M,30.08.50 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
832,Carrim. Mr. Yunus Ismail,M,09.04.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
833,Chauke. Mr. Hlomane Patrick,M,01.05.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
834,Martins. Mr. Benedict Anthony. Duke,M,02.09.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
835,Mbete. Ms. Baleka Mmakota,F,24.09.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
836,September. Ms. Cornelia Carol,F,26.06.59 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
837,Morutoa. Ms. Rosalia Masefele. Storey,F,14.05.39 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
838,Sibande. Mr. Mtikeni Patrick,M,10.11.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
839,Khunou. Ms. Nthabiseng Pauline,F,21.12.69 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
840,Godi. Mr. Nelson Themba,M,10.08.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,APC
841,Bhengu-Kombe. Ms. Phumzile,F,17.09.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
842,Dambuza. Ms. Beauty Nomhle,F,16.09.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
843,Mokoto. Ms. Nthibane Rebecca,F,25.02.73 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
844,Fubbs. Ms. Joanmariae Louise,F,30.11.44 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
845,Gcwabaza. Mr. Ndabakayise Erasmus,M,08.07.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
846,Johnson. Mr. Mlungisi,M,05.02.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
847,Kekana. Mr. Charles Danny,M,27.11.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
848,Manana. Ms. Millicent Ntombizodwa. Sibongile,F,06.09.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
849,Matlala. Mr. Motswaledi Hezekiel,M,04.06.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
850,Tobias-Pokolo. Ms. Thandi Vivian,F,13.03.73 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
851,Gamede. Mr. Dennis Dumisani,M,30.08.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
852,Robinson. Ms. Denise,F,19.09.47 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
853,Mashile. Mr. Lemias Buoang,M,17.12.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
854,Dreyer. Ms. Anchen Margaretha,F,27.03.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
855,Khoarai. Mr. Lefu Peter,M,08.03.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
856,Madella. Mr. Andrew Frans,M,12.07.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
857,Cele. Mr. Mosie Antony,M,25.11.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
858,Tsotetsi. Ms. Dikeledi Rebecca,F,03.11.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
859,Mabasa. Mr. Xitlhangoma,M,02.02.51 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
860,Bhengu. Ms. Nozabelo Ruth,F,24.05.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
861,Carter. Ms. Deidre,F,23.04.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
862,Coleman. Ms. Elsie Mmathulare,F,15.08.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
863,De Freitas. Mr. Manuel Simao Franca,M,28.10.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
864,Dubazana. Ms. Zephroma Sizani,F,31.01.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
865,Ebrahim. Mr. Ebrahim Ismail,M,01.07.37 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
866,Figlan. Mr. Archibold Mzuvukile,M,22.07.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
867,Kenye. Ms. Tandiwe Elizabeth,F,16.04.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
868,Kilian. Ms. Juliana Danielle,F,31.07.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
869,Koornhof. Mr. Nicolaas Jacobus Janse van Rensburg,M,14.11.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
870,Mafolo. Mrs. Mapule Veronica,F,21.02.72 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
871,Makhubele. Mr. Zondi Silence,M,04.09.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
872,Malgas. Ms. Hope Helene,F,14.10.48 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
873,Mathebe. Ms. Dudu Hellen,F,04.04.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
874,Maynier. Mr. David John,M,22.10.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
875,Mdakane. Mr. Mzameni Richard,M,01.01.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
876,Mjobo. Ms. Lindiwe Ntombikayise,F,07.12.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
877,Mmusi. Mr. Samuel Gaaesi,M,04.06.59 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
878,Molebatsi. Ms. Maapi Angelina,F,02.07.51 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
879,Motau. Mr. Sejamotopo Charles,M,18.07.43 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
880,Mthethwa. Mr. Enock Muzi,M,24.02.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
881,Bam-Mugwanya. Mrs. Vatiswa,F,17.04.44 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
882,Nchabeleng. Mr. Mamagase Elleck,M,29.07.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
883,Ngwenya-Mabila. Ms. Phumuzile Catherine,F,06.03.63 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
884,November. Ms. Nomathemba Theresia,F,20.09.59 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
885,Rabotapi. Mr. Mponeng Winston,M,25.11.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
886,Shinn. Ms. Marian Robin,F,29.11.50 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
887,Shope-Sithole. Ms. Sheila Coleen Nkhensani,F,04.02.48 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
888,Van Dalen. Mr. Pieter,M,22.03.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
889,Van Der Westhuizen. Mr. Andricus Pieter,M,04.10.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
890,Williams. Mr. Adrian John,M,23.02.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
891,Groenewald. Mr. Hermanus Bernadus,M,08.10.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
892,Mabija. Ms. Livhuhani,F,09.12.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
893,Magadla. Mrs. Nosilivere Winifred,F,17.01.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
894,Memela. Ms. Thandi Cecilia,F,08.01.39 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
895,Rantho. Ms. Daphne Zukiswa,F,14.07.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
896,Adams. Ms. Patricia Emily,F,13.04.51 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
897,Chiloane. Ms. Thapelo Dorothy,F,21.08.70 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
898,Smith. Mr. Vincent George,M,18.07.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
899,Ramatlakane. Mr. Leonard,M,06.02.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
900,Van Rooyen. Mr. David Douglas Des,M,20.11.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
901,Ross. Mr. David Christie,M,11.11.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
902,Stubbe. Mr. Dirk Jan,M,08.08.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
903,Abrahams. Mrs. Beverley Lynnette,F,09.04.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
904,Madlopha. Doctor Celiwe Qhamkile,F,11.11.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
905,Esau. Mr. Shahid,M,21.01.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
906,Mfulo. Ms. Alina,F,20.08.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
907,Dlomo. Mrs. Bongekile Jabulile,F,29.09.36 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
908,Nkomo. Ms. Sibongile Judith,F,01.04.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,IFP
909,Boshoff. Mrs. Hildegard Sonja,F,29.08.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
910,Ralegoma. Mr. Strike Michael,M,28.10.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
911,Atkinson. Mr. Patrick George,M,25.09.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
912,Chance. Mr. Roger William Tobias,M,08.05.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
913,Gqada. Ms. Tandeka,F,08.07.75 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
914,James. Ms. Lungiswa Veronica,F,12.04.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
915,America. Mr. Derrick,M,05.07.59 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
916,Mahlangu. Mr. Jabulani Lucas,M,21.01.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
917,Plouamma. Mr. Molapi Andries,M,05.06.74 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,AGANG SA
918,Cassim. Mr. Yusuf,M,05.01.90 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
919,Basson. Ms. Joyce Vuyiswa,F,28.12.48 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
920,Matsepe. Mr. Choloane David,M,15.05.47 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
921,Khubisa. Professor Nhlanhlakayise Moses,M,22.11.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,NFP
922,Matsimbi. Ms. Cathrine,F,17.04.76 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
923,Khosa. Mr. Dalton Hlamalani,M,16.06.63 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
924,Matshoba. Ms. Mandisa Octavia,F,28.06.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
925,Majeke. Ms. Cynthia,F,30.03.46 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,UDM
926,Bekwa. Mr. Simphiwe Donatus,M,28.12.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
927,Brauteseth. Mr. Timothy,M,26.05.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
928,Chueu. Ms. Mamonare Patricia,F,12.09.63 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
929,Jooste (De Kock). Ms. Karen,F,02.12.78 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
930,Esterhuizen. Mr. Jan Adriaan,M,24.10.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,IFP
931,Figg. Doctor Malcolm John,M,05.03.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
932,Grootboom. Doctor Gregory Allen,M,08.07.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
933,Jafta. Mr. Steven Mahlubanzima,M,22.11.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,AIC
934,Kekana. Mr. Ezekiel,M,09.11.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
935,Kekana. Ms. Hellen Boikhutso,F,24.09.67 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
936,Mahlangu. Ms. Dikeledi Gladys,F,22.07.65 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
937,Maila. Mr. Moloko Stanford Armour,M,14.10.63 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
938,Makondo. Mr. Thomas,M,03.09.78 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
939,Masango. Mr. Moses Siphosezwe Amos,M,02.02.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
940,Masehela. Ms. Elizabeth,F,13.03.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
941,Maseko. Ms. Lindiwe Michelle,F,02.03.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
942,Masondo. Mr. Nkosiyakhe Amos,M,21.04.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
943,Mathys. Ms. Leigh-Ann,F,13.08.72 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
944,Maxegwana. Mr. Comely Humphrey,M,03.03.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
945,Mchunu. Ms. Sibongile,F,30.06.73 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
946,Mcloughlin. Mr. Alan Ross,M,05.05.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
947,Mmemezi. Mr. Humphrey Mdumzeli Zondelele,M,26.02.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
948,Mnganga-Gcabashe. Ms. Lungi Annette,F,27.10.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
949,Mnguni. Mr. Derick,M,21.08.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
950,Mnguni. Mr. Pumzile,M,31.05.67 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
951,Mogotsi. Ms. Velhelmina Pulani,F,24.07.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
952,Mothapo. Ms. Madipoane Refiloe Moremadi,F,27.08.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
953,Mthembu. Ms. Nokukhanya,F,25.08.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
954,Ndongeni. Ms. Nokuzola,F,30.12.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
955,Nkadimeng. Ms. Mogotle Friddah,F,30.10.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
956,Nobanda. Ms. Girly Namhla,F,03.10.77 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
957,Phosa. Ms. Yvonne Nkwenkwe,F,04.09.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
958,Pikinini. Mr. Imamile,M,03.07.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
959,Raphuti. Ms. Deborah Dineo,F,27.09.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
960,Stander. Ms. Terri,F,27.05.83 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
961,Steenkamp. Ms. Johanna,F,13.02.87 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
962,Tleane. Mr. Sello Albert,M,14.01.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
963,Tom. Ms. Xoliswa Sandra,F,29.01.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
964,Tseli. Mr. Rembuluwani Moses,M,23.04.67 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
965,Tsoleli. Ms. Sibongile Pearm,F,30.11.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
966,Londt. Mr. Johan Jaco,M,27.11.84 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
967,Filtane. Mr. Mncedisi Lutando Wellington,M,21.05.47 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,UDM
968,Hadebe. Mr. Thomas Zwelakhe,M,23.06.72 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
969,Mavunda. Mr. Risimati Thompson,M,12.06.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
970,Kekana. Mr. Maesela David,M,22.12.75 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
971,Mmola. Ms. Martha Phindile,F,24.12.69 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
972,Mpumlwana. Advocate Loyiso Khanyisa Bunye,M,15.03.47 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
973,Nyambi. Mrs. Hildah Vangile,F,28.05.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
974,Mbinda. Mr. Luthando Richmond,M,24.05.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,PAC
975,Tuck. Ms. Agnes,F,02.05.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
976,Mahumapelo. Mr. Johannes Mothibeli Koekoe,M,22.10.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,AGANG SA
977,Mhlongo. Mr. Sibonakaliso Phillip,M,05.05.65 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
978,Senokoanyane. Ms. Doreen Zamantungwa,F,15.12.44 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
979,Maphanga. Mr. Walter Bongani,M,03.04.67 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
980,Bucwa. Ms. Hlomela,F,06.12.92 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
981,Purdon. Mr. Ross Kriel,M,11.05.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
982,Bara. Mr. Mbulelo Richmond,M,20.01.67 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
983,Dube. Mr. Jabulane Joseph,M,03.03.69 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
984,Nkonzo. Mr. Theophilus Mbulelo,M,29.04.44 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
985,Theko. Mrs. Lerato Cynthia,F,04.04.76 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
986,Ryder. Mr. Dennis Richard,M,12.12.70 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
987,Hugo. Mr. Rainey Thamie,M,23.07.79 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
988,Nhleko. Mr. Nkosinathi Phiwayinkosi,M,10.10.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
989,Nkonyeni. Ms. Neliswa Peggy,F,08.09.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
990,Xaba. Mr. Nhlanhla Vincent,M,15.06.75 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
991,Ngwenya. Ms. Gwen Sinethemba Amanda,F,07.09.89 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
992,Motshidi. Ms. Tsholofelo Katlego,F,20.06.81 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
993,Kabini. Mr. Daniel Jabu,M,03.03.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
994,Meso. Ms. Lesiba Dorah,F,03.02.69 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
995,Ndlovu. Ms. Busisiwe Clarah,F,27.07.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
996,Shackleton. Mr. Micheal Stephen,M,31.08.87 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
997,Geyer. Mr. Helmar Philip,M,28.07.43 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
998,Fanta. Ms. Gloria Bukiwe,F,28.08.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
999,Mahlangu. Mr. Albert Vusumuzi,M,05.02.69 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1000,Khayiyana. Ms. Meisie Maria,F,25.12.46 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1001,Seabi. Mr. Ntshetsi Esrom,M,03.10.79 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1002,Maqubela. Ms. Nontutuzelo,F,08.09.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1003,Groenewald. Doctor Petrus Johannes,M,27.08.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,FF PLUS
1004,Alberts. Advocate Anton de Waal,M,27.08.70 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,FF PLUS
1005,Robertson. Mr. Ken Peter,M,25.11.75 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1006,Xalisa. Mr. Zolile Roger,M,26.08.72 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1007,Shelembe. Mr. Maliyakhe Lymon,M,12.10.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,NFP
1008,Adams. Mr. Freddie,M,18.09.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1009,Rawula. Mr. Thembinkosi Moses,M,23.02.80 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1010,Mabika. Mr. Mandlenkosi Sicelo,M,28.09.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,NFP
1011,Mncwabe. Mr. Sibusiso Christopher,M,31.03.78 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,NFP
1012,Maloyi. Mr. Patrick Dumile. Nono,M,05.05.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1013,Luyenge. Doctor Zukile,M,22.01.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
